,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID
2017-09-12 19:42:00+00:00,-27.66627,73.88366,2655.0,47832.3,47830.7,113.6,979180.8,40.7,35.1,7-107
2017-09-12 19:43:00+00:00,-27.66479,73.88558,2654.2,47840.5,47831.2,115.3,979181.3,41.0,35.8,7-107
2017-09-12 19:44:00+00:00,-27.6633,73.8875,2661.8,47845.9,47840.9,119.2,979182.2,40.9,36.2,7-107
2017-09-12 19:45:00+00:00,-27.66182,73.88941,2637.8,47846.7,47850.6,121.2,979182.4,40.7,36.7,7-107
2017-09-12 19:46:00+00:00,-27.66038,73.89131,2458.5,47857.4,47848.1,123.5,979183.1,40.5,37.5,7-107
2017-09-12 19:47:00+00:00,-27.65894,73.89321,2473.3,47858.5,47851.1,133.1,979184.4,40.3,38.4,7-107
2017-09-12 19:48:00+00:00,-27.65748,73.89509,2487.6,47865.7,47852.2,130.8,979184.2,39.8,38.8,7-107
2017-09-12 19:49:00+00:00,-27.65601,73.89694,2500.4,47857.6,47864.8,133.6,979185.4,39.4,39.8,7-107
2017-09-12 19:50:00+00:00,-27.65455,73.89878,2487.7,47858.1,47861.9,133.8,979185.3,39.5,40.2,7-107
2017-09-12 19:51:00+00:00,-27.65312,73.90065,2454.3,47866.3,47863.3,137.9,979186.2,39.9,41.1,7-107
2017-09-12 19:52:00+00:00,-27.65264,73.90127,2429.3,47868.9,47865.1,140.1,979186.1,40.0,41.3,7-107
2017-09-12 19:53:00+00:00,-27.65026,73.90442,2484.3,47870.9,47870.8,142.1,979186.9,40.3,42.0,7-107
2017-09-12 19:54:00+00:00,-27.6488,73.90631,2472.8,47896.1,47885.6,146.6,979186.9,40.4,42.3,7-107
2017-09-12 19:55:00+00:00,-27.64734,73.90819,2471.9,47883.9,47878.6,153.4,979187.6,40.5,42.5,7-107
2017-09-12 19:56:00+00:00,-27.64589,73.9101,2531.5,47892.2,47885.7,158.5,979187.3,40.8,42.6,7-107
2017-09-12 19:57:00+00:00,-27.64444,73.91202,2365.9,47897.0,47890.0,163.8,979187.1,41.2,42.7,7-107
2017-09-12 19:58:00+00:00,-27.64297,73.91394,2392.7,47906.3,47901.3,175.4,979186.7,41.0,42.7,7-107
2017-09-12 19:59:00+00:00,-27.64149,73.91587,2403.0,47915.4,47909.9,184.3,979186.8,41.0,42.7,7-107
2017-09-12 20:00:00+00:00,-27.63999,73.91778,2387.2,47920.2,47914.9,193.3,979187.3,40.9,42.5,7-107
2017-09-12 20:01:00+00:00,-27.63852,73.9197,2402.7,47931.3,47930.7,201.6,979186.8,41.0,42.3,7-107
2017-09-12 20:02:00+00:00,-27.63705,73.92161,2423.9,47950.1,47939.8,209.7,979185.5,40.8,41.9,7-107
2017-09-12 20:03:00+00:00,-27.63559,73.92353,2454.7,47957.7,47935.6,222.2,979185.4,40.7,41.8,7-107
2017-09-12 20:04:00+00:00,-27.63415,73.92544,2468.1,47966.0,47955.9,230.4,979184.9,40.5,41.7,7-107
2017-09-12 20:05:00+00:00,-27.63271,73.92734,2523.8,47971.0,47971.3,239.7,979184.4,40.6,41.1,7-107
2017-09-12 20:06:00+00:00,-27.63127,73.92923,2593.9,47981.5,47979.4,245.3,979184.4,40.3,40.4,7-107
2017-09-12 20:07:00+00:00,-27.6298,73.9311,2654.8,47980.6,47990.8,246.0,979183.9,40.1,39.9,7-107
2017-09-12 20:08:00+00:00,-27.62832,73.93296,2722.9,47981.3,47978.3,245.7,979182.6,39.6,39.7,7-107
2017-09-12 20:09:00+00:00,-27.62685,73.93482,2752.2,47980.0,47985.2,243.3,979182.5,39.7,39.5,7-107
2017-09-12 20:10:00+00:00,-27.6254,73.93671,2784.3,47974.4,47979.5,239.9,979182.3,40.0,39.3,7-107
2017-09-12 20:11:00+00:00,-27.62397,73.93859,2796.0,47978.6,47978.0,239.6,979181.6,39.9,38.5,7-107
2017-09-12 20:12:00+00:00,-27.62254,73.94043,2778.3,47978.9,47979.8,239.1,979180.9,39.6,38.3,7-107
2017-09-12 20:13:00+00:00,-27.6211,73.94228,2759.9,47979.1,47981.9,239.4,979180.8,39.8,38.0,7-107
2017-09-12 20:14:00+00:00,-27.61965,73.94415,2732.9,47982.0,47978.2,244.1,979180.6,40.3,37.8,7-107
2017-09-12 20:15:00+00:00,-27.6182,73.94606,2637.7,47989.2,47986.9,248.4,979180.1,41.0,37.3,7-107
2017-09-12 20:16:00+00:00,-27.61674,73.94799,2649.8,48001.9,47992.9,262.1,979179.4,41.2,37.2,7-107
2017-09-12 20:17:00+00:00,-27.61528,73.94991,2656.1,48013.8,48005.5,271.5,979178.9,41.1,37.0,7-107
2017-09-12 20:18:00+00:00,-27.61382,73.95184,2658.9,48027.5,48018.6,285.2,979178.8,41.9,36.8,7-107
2017-09-12 20:19:00+00:00,-27.61336,73.95249,2674.3,48035.0,48019.2,292.2,979179.5,42.8,36.7,7-107
2017-09-12 20:38:00+00:00,-27.63986,73.96834,2925.8,48015.5,48025.9,264.9,979177.3,-40.7,33.2,7-108
2017-09-12 20:39:00+00:00,-27.64143,73.9664,3078.4,48015.3,48014.9,258.4,979178.7,-41.0,34.6,7-108
2017-09-12 20:40:00+00:00,-27.64299,73.96445,2892.7,48011.4,48012.8,259.0,979179.9,-40.8,35.4,7-108
2017-09-12 20:41:00+00:00,-27.64451,73.96251,2876.7,48017.8,48009.0,263.0,979179.9,-40.5,35.6,7-108
2017-09-12 20:42:00+00:00,-27.64601,73.96061,2868.0,48022.5,48019.7,272.9,979180.4,-39.9,36.1,7-108
2017-09-12 20:43:00+00:00,-27.64748,73.95873,2855.4,48027.3,48028.4,277.8,979181.3,-39.7,36.7,7-108
2017-09-12 20:44:00+00:00,-27.64894,73.95684,2803.1,48030.6,48033.3,285.5,979181.8,-39.8,37.0,7-108
2017-09-12 20:45:00+00:00,-27.6504,73.95495,2722.4,48041.6,48040.7,295.4,979182.1,-40.0,37.3,7-108
2017-09-12 20:46:00+00:00,-27.65187,73.95305,2657.7,48048.8,48049.3,299.4,979183.1,-40.2,38.2,7-108
2017-09-12 20:47:00+00:00,-27.65333,73.95113,2590.1,48054.1,48034.4,305.8,979183.7,-40.3,38.6,7-108
2017-09-12 20:48:00+00:00,-27.6548,73.94922,2559.5,48057.2,48048.3,305.9,979184.3,-40.3,39.0,7-108
2017-09-12 20:49:00+00:00,-27.65628,73.9473,2454.7,48053.2,48058.6,305.4,979185.2,-40.5,39.7,7-108
2017-09-12 20:50:00+00:00,-27.65776,73.94538,2455.2,48054.5,48017.0,301.7,979185.3,-40.7,40.0,7-108
2017-09-12 20:51:00+00:00,-27.65924,73.94344,2426.1,48035.1,48045.3,288.5,979186.1,-40.8,40.3,7-108
2017-09-12 20:52:00+00:00,-27.66072,73.9415,2394.6,48027.6,47968.6,278.7,979186.9,-40.3,40.8,7-108
2017-09-12 20:53:00+00:00,-27.66219,73.93959,2370.9,48011.5,48019.5,263.6,979186.6,-40.2,41.0,7-108
2017-09-12 20:54:00+00:00,-27.66366,73.93769,2374.8,48028.2,48019.5,245.6,979187.0,-40.0,41.1,7-108
2017-09-12 20:55:00+00:00,-27.66511,73.9358,2510.6,47967.5,47991.3,236.2,979187.4,-39.9,41.1,7-108
2017-09-12 20:56:00+00:00,-27.66656,73.93391,2605.7,47966.8,47982.5,221.7,979187.0,-39.9,41.1,7-108
2017-09-12 20:57:00+00:00,-27.66801,73.93201,2592.5,47960.5,47967.9,218.2,979187.6,-39.7,41.0,7-108
2017-09-12 20:58:00+00:00,-27.66945,73.93011,2587.2,47958.0,47956.6,211.5,979187.2,-40.3,40.9,7-108
2017-09-12 20:59:00+00:00,-27.6709,73.92819,2708.3,47943.9,47955.1,201.5,979187.2,-40.3,40.7,7-108
2017-09-12 21:00:00+00:00,-27.67236,73.92628,2601.4,47941.3,47943.4,197.6,979187.0,-40.3,40.5,7-108
2017-09-12 21:01:00+00:00,-27.67382,73.92438,2607.4,47946.2,47938.8,195.9,979186.5,-40.1,40.0,7-108
2017-09-12 21:02:00+00:00,-27.67529,73.92247,2580.9,47927.6,47955.6,194.3,979186.4,-40.3,39.7,7-108
2017-09-12 21:03:00+00:00,-27.67675,73.92056,2560.0,47934.5,47934.0,191.9,979186.0,-40.1,39.3,7-108
2017-09-12 21:04:00+00:00,-27.6782,73.91867,2537.8,47933.3,47936.6,191.7,979185.9,-39.8,38.8,7-108
2017-09-12 21:05:00+00:00,-27.67965,73.91679,2522.6,47928.6,47931.4,189.4,979184.9,-39.8,38.0,7-108
2017-09-12 21:06:00+00:00,-27.68109,73.91491,2609.5,47933.9,47924.4,184.4,979184.6,-39.8,37.7,7-108
2017-09-12 21:07:00+00:00,-27.68253,73.91301,2620.1,47932.8,47897.8,184.3,979184.9,-40.1,37.4,7-108
2017-09-12 21:08:00+00:00,-27.68396,73.91112,2615.9,47920.4,47919.3,180.4,979184.0,-39.4,36.4,7-108
2017-09-12 21:09:00+00:00,-27.68539,73.90924,2604.8,47913.1,47916.1,176.0,979183.4,-39.3,36.0,7-108
2017-09-12 21:10:00+00:00,-27.68681,73.90739,2598.5,47910.1,47921.2,172.2,979182.8,-38.6,35.0,7-108
2017-09-12 21:11:00+00:00,-27.68826,73.90555,2664.9,47905.8,47912.5,168.5,979181.5,-39.4,34.5,7-108
2017-09-12 21:12:00+00:00,-27.68971,73.90368,2705.5,47907.4,47910.1,160.3,979181.7,-39.5,34.0,7-108
2017-09-12 21:13:00+00:00,-27.69116,73.90179,2770.6,47893.7,47893.8,155.8,979181.3,-39.9,33.6,7-108
2017-09-12 21:14:00+00:00,-27.69258,73.89989,2762.7,47901.5,47881.1,149.4,979179.9,-39.6,31.9,7-108
2017-09-12 21:15:00+00:00,-27.69401,73.898,2704.3,47880.2,47875.7,139.9,979179.9,-39.8,31.6,7-108
2017-09-12 21:16:00+00:00,-27.69546,73.89611,2660.9,47861.5,47868.8,132.5,979178.9,-39.9,30.7,7-108
2017-09-12 21:17:00+00:00,-27.69692,73.89422,2747.4,47864.1,47861.7,123.8,979178.5,-39.8,29.9,7-108
2017-09-12 21:18:00+00:00,-27.69836,73.89233,2713.2,47842.2,47857.7,112.1,979177.1,-39.6,28.2,7-108
2017-09-12 21:19:00+00:00,-27.69978,73.89045,2679.7,47808.8,47833.8,99.4,979176.4,-39.4,28.0,7-108
2017-09-12 21:20:00+00:00,-27.70121,73.88858,2722.0,47793.3,47826.1,88.7,979175.7,-39.3,27.5,7-108
2017-09-12 21:21:00+00:00,-27.70265,73.88671,2700.0,47784.4,47806.6,76.3,979175.1,-39.5,26.4,7-108
2017-09-12 21:22:00+00:00,-27.7041,73.88482,2698.4,47798.6,47802.2,67.3,979174.3,-39.7,25.6,7-108
2017-09-12 21:23:00+00:00,-27.70553,73.88293,2768.9,47792.8,47803.1,59.6,979173.9,-39.7,25.0,7-108
2017-09-12 21:24:00+00:00,-27.70697,73.88104,2863.2,47796.6,47749.0,55.2,979173.0,-39.8,24.4,7-108
2017-09-12 21:25:00+00:00,-27.70842,73.87915,2958.4,47781.2,47768.8,49.8,979172.1,-39.7,23.2,7-108
2017-09-12 21:26:00+00:00,-27.70988,73.87726,2909.1,47754.8,47792.6,50.0,979171.5,-40.0,22.2,7-108
2017-09-12 21:27:00+00:00,-27.71134,73.87536,2799.3,47742.5,47777.4,51.8,979170.9,-40.0,21.4,7-108
2017-09-12 21:28:00+00:00,-27.7128,73.87347,2791.8,47784.5,47777.2,55.6,979169.6,-39.9,20.5,7-108
2017-09-12 21:29:00+00:00,-27.71424,73.87158,2840.2,47781.9,47791.7,60.8,979169.4,-39.4,19.4,7-108
2017-09-12 21:30:00+00:00,-27.71566,73.86971,2875.7,47785.5,47784.7,64.6,979168.5,-39.3,18.7,7-108
2017-09-12 21:31:00+00:00,-27.71707,73.86784,3010.4,47798.8,47796.8,67.3,979167.6,-39.4,17.8,7-108
2017-09-12 21:32:00+00:00,-27.71849,73.86598,2997.5,47801.3,47807.0,73.3,979166.3,-39.6,16.9,7-108
2017-09-12 21:33:00+00:00,-27.71993,73.8641,2918.7,47799.4,47799.6,75.9,979165.9,-39.6,15.8,7-108
2017-09-12 21:34:00+00:00,-27.7214,73.8622,2978.8,47796.2,47815.9,77.3,979165.8,-40.1,15.5,7-108
2017-09-12 21:35:00+00:00,-27.72286,73.86027,2899.6,47805.3,47808.6,79.4,979165.3,-40.4,15.3,7-108
2017-09-12 21:36:00+00:00,-27.72432,73.85835,2993.2,47800.5,47802.5,75.4,979163.3,-40.4,13.1,7-108
2017-09-12 21:37:00+00:00,-27.72578,73.85644,3001.0,47791.9,47801.6,73.5,979163.1,-40.0,12.2,7-108
2017-09-12 21:38:00+00:00,-27.72727,73.85454,3052.5,47796.8,47788.5,68.5,979162.3,-40.0,11.5,7-108
2017-09-12 21:39:00+00:00,-27.72877,73.85263,3076.8,47785.2,47786.9,61.0,979161.8,-40.3,11.1,7-108
2017-09-12 21:40:00+00:00,-27.73025,73.85071,2992.0,47773.1,47778.8,61.3,979160.9,-40.4,10.3,7-108
2017-09-12 21:41:00+00:00,-27.73172,73.84879,2932.0,47778.2,47779.6,56.0,979159.8,-40.1,9.3,7-108
2017-09-12 21:42:00+00:00,-27.73317,73.8469,2919.3,47780.2,47774.9,52.2,979159.5,-39.6,8.4,7-108
2017-09-12 21:43:00+00:00,-27.73461,73.84503,2977.6,47767.8,47785.2,48.5,979157.9,-39.2,6.8,7-108
2017-09-12 21:44:00+00:00,-27.73604,73.84317,3003.7,47757.6,47770.6,48.2,979157.0,-39.1,5.9,7-108
2017-09-12 21:45:00+00:00,-27.73749,73.8413,3020.1,47769.3,47762.1,47.2,979156.3,-39.5,5.0,7-108
2017-09-12 21:46:00+00:00,-27.73895,73.83941,3162.6,47761.3,47767.0,48.2,979155.1,-40.0,3.7,7-108
2017-09-12 21:47:00+00:00,-27.74043,73.83751,3270.2,47777.3,47766.2,50.6,979154.9,-40.1,2.9,7-108
2017-09-12 21:48:00+00:00,-27.74191,73.8356,3297.8,47792.7,47754.7,55.8,979152.9,-40.3,1.4,7-108
2017-09-12 21:49:00+00:00,-27.74337,73.83369,3341.7,47777.4,47776.8,60.7,979152.4,-40.2,0.5,7-108
2017-09-12 21:50:00+00:00,-27.74482,73.83178,3456.0,47781.4,47769.8,68.8,979151.5,-40.7,-0.4,7-108
2017-09-12 21:51:00+00:00,-27.74628,73.82984,3399.1,47790.6,47789.5,74.0,979151.4,-40.6,-1.0,7-108
2017-09-12 21:52:00+00:00,-27.74774,73.82788,3469.8,47798.7,47782.5,76.6,979150.1,-40.9,-1.8,7-108
2017-09-12 21:53:00+00:00,-27.74919,73.82595,3462.2,47793.9,47799.5,82.6,979149.4,-40.4,-2.6,7-108
2017-09-12 21:54:00+00:00,-27.75063,73.82403,3388.2,47821.6,47800.3,86.3,979148.8,-40.2,-3.4,7-108
2017-09-12 21:55:00+00:00,-27.75207,73.82213,3431.1,47801.0,47803.4,95.9,979148.4,-39.8,-4.2,7-108
2017-09-12 21:56:00+00:00,-27.75351,73.82024,3507.0,47821.4,47808.1,96.9,979147.2,-39.6,-4.2,7-108
2017-09-12 21:57:00+00:00,-27.75495,73.81836,3617.3,47807.0,47804.1,97.4,979147.3,-39.5,-4.2,7-108
2017-09-12 21:58:00+00:00,-27.75592,73.81712,3649.2,47816.0,47807.8,97.9,979147.8,-38.4,-4.1,7-108
2017-09-12 22:19:00+00:00,-27.7732,73.84549,3680.7,47795.1,47826.1,101.3,979145.6,42.5,-8.2,7-109
2017-09-12 22:20:00+00:00,-27.77174,73.84748,3692.0,47823.5,47825.2,94.6,979146.5,42.2,-7.7,7-109
2017-09-12 22:21:00+00:00,-27.77029,73.84943,3711.6,47789.0,47821.6,86.3,979147.1,41.6,-7.1,7-109
2017-09-12 22:22:00+00:00,-27.76887,73.85138,3691.4,47800.7,47813.0,80.1,979147.7,41.4,-6.2,7-109
2017-09-12 22:23:00+00:00,-27.76746,73.85332,3623.4,47800.6,47794.3,69.6,979147.8,41.2,-5.5,7-109
2017-09-12 22:24:00+00:00,-27.76604,73.85526,3556.0,47786.2,47790.4,59.9,979148.8,40.9,-4.7,7-109
2017-09-12 22:25:00+00:00,-27.76461,73.85717,3431.2,47784.2,47780.4,45.7,979149.8,40.8,-4.0,7-109
2017-09-12 22:26:00+00:00,-27.76318,73.85908,3350.1,47764.7,47770.8,37.7,979150.9,40.8,-2.7,7-109
2017-09-12 22:27:00+00:00,-27.76175,73.861,3291.5,47771.0,47754.9,32.6,979151.4,41.0,-2.0,7-109
2017-09-12 22:28:00+00:00,-27.76032,73.86291,3171.8,47750.1,47755.1,20.4,979151.9,40.7,-1.0,7-109
2017-09-12 22:29:00+00:00,-27.75936,73.86419,3110.2,47752.8,47753.0,18.1,979152.9,40.8,-0.4,7-109
2017-09-12 22:30:00+00:00,-27.75747,73.86674,3042.6,47725.7,47772.9,12.2,979153.3,41.0,0.7,7-109
2017-09-12 22:31:00+00:00,-27.75602,73.86866,3084.6,47754.0,47747.2,12.1,979154.1,41.0,1.4,7-109
2017-09-12 22:32:00+00:00,-27.75457,73.87058,3113.2,47745.4,47734.0,13.2,979155.1,41.1,2.3,7-109
2017-09-12 22:33:00+00:00,-27.75312,73.87251,3200.2,47752.2,47750.7,17.3,979155.7,40.9,3.3,7-109
2017-09-12 22:34:00+00:00,-27.75169,73.87443,3241.1,47750.7,47745.5,22.5,979155.9,40.6,3.6,7-109
2017-09-12 22:35:00+00:00,-27.75027,73.87633,3217.9,47746.8,47761.0,29.8,979156.6,40.2,4.2,7-109
2017-09-12 22:36:00+00:00,-27.74885,73.8782,3252.8,47770.9,47769.8,34.6,979157.9,40.0,5.5,7-109
2017-09-12 22:37:00+00:00,-27.74744,73.88009,3292.3,47782.9,47772.8,43.0,979158.9,40.7,6.3,7-109
2017-09-12 22:38:00+00:00,-27.74603,73.88201,3316.7,47791.7,47791.9,51.1,979159.2,40.9,7.8,7-109
2017-09-12 22:39:00+00:00,-27.7446,73.88396,3272.7,47791.4,47788.9,52.5,979160.1,41.4,8.2,7-109
2017-09-12 22:40:00+00:00,-27.74315,73.88591,3136.7,47797.1,47798.6,59.4,979160.8,41.7,8.7,7-109
2017-09-12 22:41:00+00:00,-27.7417,73.88785,3164.3,47794.5,47801.5,61.5,979161.1,41.2,9.4,7-109
2017-09-12 22:42:00+00:00,-27.74025,73.88979,3204.5,47808.0,47816.1,67.3,979162.1,41.2,10.4,7-109
2017-09-12 22:43:00+00:00,-27.7388,73.89172,3195.2,47810.8,47806.7,67.6,979162.5,41.0,11.2,7-109
2017-09-12 22:44:00+00:00,-27.73735,73.89366,3222.4,47813.6,47805.8,61.2,979163.3,41.2,12.1,7-109
2017-09-12 22:45:00+00:00,-27.73589,73.89558,3255.9,47798.6,47803.7,58.1,979164.1,41.0,13.0,7-109
2017-09-12 22:46:00+00:00,-27.73442,73.8975,3205.9,47799.6,47801.1,56.6,979165.4,41.0,14.4,7-109
2017-09-12 22:47:00+00:00,-27.73296,73.89941,3108.7,47799.7,47798.2,54.5,979165.8,40.9,15.0,7-109
2017-09-12 22:48:00+00:00,-27.73152,73.90133,3149.3,47785.9,47787.1,48.9,979166.6,40.8,15.8,7-109
2017-09-12 22:49:00+00:00,-27.73007,73.90325,3110.1,47793.0,47797.9,47.5,979167.4,40.6,16.6,7-109
2017-09-12 22:50:00+00:00,-27.72864,73.90515,2974.3,47786.4,47791.8,44.9,979168.4,40.6,17.5,7-109
2017-09-12 22:51:00+00:00,-27.72719,73.90705,2862.0,47792.8,47786.7,46.4,979169.2,40.5,18.5,7-109
2017-09-12 22:52:00+00:00,-27.72574,73.90896,2763.8,47792.7,47792.3,48.5,979170.1,40.5,19.2,7-109
2017-09-12 22:53:00+00:00,-27.72428,73.91086,2739.7,47806.9,47796.3,54.1,979170.8,40.8,20.7,7-109
2017-09-12 22:54:00+00:00,-27.72284,73.91278,2708.7,47787.8,47810.9,63.3,979171.8,40.9,22.1,7-109
2017-09-12 22:55:00+00:00,-27.72142,73.9147,2713.0,47815.4,47814.6,68.6,979172.8,40.9,22.6,7-109
2017-09-12 22:56:00+00:00,-27.72001,73.91661,2700.4,47824.5,47826.4,77.0,979173.4,40.6,23.1,7-109
2017-09-12 22:57:00+00:00,-27.71861,73.91851,2730.3,47834.7,47822.3,87.4,979174.9,40.8,24.2,7-109
2017-09-12 22:58:00+00:00,-27.71718,73.92042,2757.5,47841.4,47835.9,95.0,979175.2,40.7,25.1,7-109
2017-09-12 22:59:00+00:00,-27.71574,73.92233,2829.1,47852.9,47848.2,100.1,979176.3,41.1,26.5,7-109
2017-09-12 23:00:00+00:00,-27.7143,73.92426,2706.9,47850.4,47848.3,108.8,979176.7,41.4,27.3,7-109
2017-09-12 23:01:00+00:00,-27.71286,73.92621,2768.1,47862.6,47862.9,111.7,979177.4,41.5,27.8,7-109
2017-09-12 23:02:00+00:00,-27.71146,73.92817,2805.0,47866.2,47860.0,116.7,979179.2,43.1,28.0,7-109
2017-09-12 23:03:00+00:00,-27.71104,73.92884,2773.6,47870.1,47848.2,118.1,979179.6,43.9,28.1,7-109
2017-09-12 23:26:00+00:00,-27.74449,73.937,3273.6,47892.4,47857.8,112.1,979167.4,-39.6,15.5,7-110
2017-09-12 23:27:00+00:00,-27.74548,73.93574,3229.1,47885.9,47870.6,123.3,979166.1,-39.5,14.2,7-110
2017-09-12 23:28:00+00:00,-27.74745,73.93323,3295.1,47884.7,47893.4,143.4,979165.3,-39.7,12.9,7-110
2017-09-12 23:29:00+00:00,-27.74892,73.93133,3346.1,47925.0,47905.1,155.2,979164.6,-40.2,12.3,7-110
2017-09-12 23:30:00+00:00,-27.75041,73.92941,3348.4,47954.0,47921.3,169.0,979163.8,-40.3,11.7,7-110
2017-09-12 23:31:00+00:00,-27.75189,73.92748,3223.6,47935.1,47959.8,178.1,979162.8,-40.7,10.6,7-110
2017-09-12 23:32:00+00:00,-27.75335,73.92554,3234.9,47942.1,47943.1,184.7,979162.0,-41.1,9.9,7-110
2017-09-12 23:33:00+00:00,-27.75479,73.92357,3287.7,47927.8,47932.2,194.0,979162.5,-41.5,9.4,7-110
2017-09-12 23:34:00+00:00,-27.7562,73.9216,3276.4,47964.7,47946.0,197.4,979161.3,-40.9,8.7,7-110
2017-09-12 23:35:00+00:00,-27.75767,73.91968,3235.3,47952.5,47954.4,197.9,979161.3,-39.9,8.4,7-110
2017-09-12 23:36:00+00:00,-27.75917,73.91781,3302.1,47947.9,47945.3,195.2,979160.8,-39.5,7.8,7-110
2017-09-12 23:37:00+00:00,-27.76069,73.91593,3270.1,47935.2,47955.4,189.1,979160.1,-39.7,7.2,7-110
2017-09-12 23:38:00+00:00,-27.76219,73.91403,3193.1,47938.3,47943.1,183.0,979159.0,-40.0,6.0,7-110
2017-09-12 23:39:00+00:00,-27.76368,73.91214,3142.8,47929.3,47936.8,169.7,979158.9,-39.7,5.7,7-110
2017-09-12 23:40:00+00:00,-27.76516,73.91025,3206.7,47905.6,47864.9,157.7,979158.4,-39.6,5.0,7-110
2017-09-12 23:41:00+00:00,-27.76659,73.90837,3192.4,47893.6,47917.7,139.5,979158.1,-39.5,4.4,7-110
2017-09-12 23:42:00+00:00,-27.76801,73.90647,3236.6,47891.5,47885.4,121.6,979157.7,-39.9,4.2,7-110
2017-09-12 23:43:00+00:00,-27.76944,73.90459,3253.2,47865.7,47871.3,110.6,979156.8,-39.8,3.3,7-110
2017-09-12 23:44:00+00:00,-27.77086,73.90271,3251.9,47844.3,47860.7,93.7,979156.6,-39.6,2.9,7-110
2017-09-12 23:45:00+00:00,-27.77229,73.90084,3235.1,47812.5,47838.5,77.6,979155.9,-39.0,2.0,7-110
2017-09-12 23:46:00+00:00,-27.77372,73.89897,3219.7,47803.1,47823.4,67.5,979156.0,-38.8,1.6,7-110
2017-09-12 23:47:00+00:00,-27.77514,73.89713,3221.8,47814.4,47814.7,52.6,979154.8,-38.5,0.4,7-110
2017-09-12 23:48:00+00:00,-27.77658,73.89531,3127.9,47806.7,47800.3,45.1,979153.6,-38.5,-0.6,7-110
2017-09-12 23:49:00+00:00,-27.77804,73.89347,3032.9,47799.5,47797.1,41.3,979153.8,-39.0,-1.0,7-110
2017-09-12 23:50:00+00:00,-27.7795,73.89159,3232.5,47787.2,47791.9,39.0,979153.2,-39.5,-1.5,7-110
2017-09-12 23:51:00+00:00,-27.78096,73.88969,3416.7,47788.5,47781.1,40.0,979152.0,-39.9,-2.5,7-110
2017-09-12 23:52:00+00:00,-27.78243,73.88779,3561.3,47791.6,47789.6,41.4,979150.9,-40.0,-3.3,7-110
2017-09-12 23:53:00+00:00,-27.7839,73.88589,3680.6,47793.1,47790.2,43.9,979150.6,-40.3,-4.2,7-110
2017-09-12 23:54:00+00:00,-27.78539,73.88398,3719.8,47800.9,47790.1,50.6,979150.4,-40.0,-4.7,7-110
2017-09-12 23:55:00+00:00,-27.78689,73.88207,3727.7,47799.7,47799.7,53.8,979149.4,-39.9,-5.8,7-110
2017-09-12 23:56:00+00:00,-27.78839,73.88017,3740.8,47831.8,47804.0,62.7,979148.5,-40.1,-6.7,7-110
2017-09-12 23:57:00+00:00,-27.78988,73.87825,3827.7,47814.0,47806.8,67.7,979147.9,-40.4,-7.2,7-110
2017-09-12 23:58:00+00:00,-27.79136,73.87633,3913.1,47817.6,47799.4,72.1,979148.0,-40.4,-7.3,7-110
2017-09-12 23:59:00+00:00,-27.79281,73.87441,3918.0,47819.5,47827.4,76.6,979147.3,-39.8,-7.5,7-110
2017-09-13 00:00:00+00:00,-27.7933,73.87378,3922.5,47844.7,47830.3,76.5,979146.8,-39.9,-7.6,7-110
2017-09-13 00:01:00+00:00,-27.79524,73.87127,4012.9,47822.3,47823.2,78.9,979147.2,-38.9,-7.4,7-110
2017-09-13 00:19:00+00:00,-27.81681,73.89203,3897.2,47835.4,47835.5,81.9,979144.7,42.0,-10.8,7-111
2017-09-13 00:20:00+00:00,-27.81537,73.89402,3946.6,47861.6,47844.1,86.2,979144.9,42.4,-10.9,7-111
2017-09-13 00:21:00+00:00,-27.81393,73.89604,3949.2,47853.1,47847.9,91.4,979146.2,43.0,-10.7,7-111
2017-09-13 00:22:00+00:00,-27.81249,73.89802,3941.8,47858.6,47854.9,100.4,979147.4,42.2,-9.7,7-111
2017-09-13 00:23:00+00:00,-27.81105,73.9,3809.7,47871.8,47852.5,99.8,979147.6,42.2,-9.5,7-111
2017-09-13 00:24:00+00:00,-27.8096,73.90198,3744.5,47861.9,47857.2,101.5,979147.4,41.7,-9.1,7-111
2017-09-13 00:25:00+00:00,-27.80814,73.90393,3751.3,47860.4,47851.1,102.1,979148.0,41.4,-8.7,7-111
2017-09-13 00:26:00+00:00,-27.80669,73.90586,3749.0,47864.1,47869.0,103.5,979147.7,40.8,-8.3,7-111
2017-09-13 00:27:00+00:00,-27.80524,73.90778,3757.6,47846.9,47866.6,102.4,979148.7,40.7,-7.7,7-111
2017-09-13 00:28:00+00:00,-27.8038,73.9097,3709.0,47862.1,47857.1,102.1,979149.3,40.9,-7.1,7-111
2017-09-13 00:29:00+00:00,-27.80236,73.91161,3520.6,47859.9,47859.0,100.4,979149.4,40.6,-6.8,7-111
2017-09-13 00:30:00+00:00,-27.80094,73.9135,3370.1,47853.1,47862.9,99.1,979149.9,39.9,-6.0,7-111
2017-09-13 00:31:00+00:00,-27.79954,73.91537,3354.7,47862.1,47863.3,97.7,979151.0,39.4,-5.0,7-111
2017-09-13 00:32:00+00:00,-27.79813,73.91721,3325.8,47859.6,47857.0,97.3,979151.2,39.1,-4.5,7-111
2017-09-13 00:33:00+00:00,-27.79672,73.91905,3305.3,47860.9,47864.0,97.1,979152.3,39.4,-3.8,7-111
